x,y,id,crispr_class,crispr_type,crispr_subtype,operon_size,database
6.8597436,3.5540273,3336,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3,flsh
6.12213,4.7283735,3337,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5,flsh
9.033199,6.44489,3338,1,I,I-A,9,flsh
9.567456,2.091699,3339,1,III,III-A,8,flsh
8.620972,5.963226,3340,1,I,I-B,5,flsh
9.784977,1.424831,3341,1,III,III-A,6,flsh
6.5141764,-0.077977136,3342,1,I,I-E,6,flsh
11.134684,2.5875838,3343,1,III,III-A,6,flsh
10.227453,6.8350983,3344,1,I,I-C,3,flsh
3.8669276,0.19547813,3345,1,I,I-E,3,flsh
10.363151,-0.3394219,3346,1,III,III-D,10,flsh
