x,y,id,crispr_class,crispr_type,crispr_subtype,operon_size,database
6.2096653,6.536237,15159,1.0,I,I-E,8.0,benchmark
6.5770974,5.2774634,15160,1.0,I,I-E,7.0,benchmark
0.917393,0.90348387,15161,1.0,III,III-B,10.0,benchmark
10.933233,-0.49499214,15162,1.0,I,I-C,7.0,benchmark
12.209342,7.401898,15163,2.0,II,II-D,1.0,benchmark
-9.588871,13.294082,15164,1.0,I,I-E,12.0,benchmark
7.9149904,4.844694,15165,1.0,IV,IV-B,5.0,benchmark
2.2047603,7.2022324,15166,1.0,I,I-E,7.0,flsh
-16.332428,11.759263,15167,1.0,I,I-E,12.0,benchmark
-16.323843,11.751154,15168,1.0,I,I-E,12.0,benchmark
-16.332735,11.759603,15169,1.0,I,I-E,12.0,benchmark
-16.331852,11.758765,15170,1.0,I,I-E,12.0,benchmark
-16.331858,11.758779,15171,1.0,I,I-E,12.0,benchmark
2.6698205,2.042729,15172,1.0,III,III-A,8.0,flsh
1.0298406,-1.293599,15173,1.0,III,III-D,17.0,flsh
1.0814853,-1.2841961,15174,1.0,III,III-D,19.0,flsh
1.0944493,-1.3217705,15175,1.0,III,III-D,19.0,flsh
-0.10894415,7.782949,15176,2.0,VI,VI-B1,2.0,flsh
1.1678703,-1.7051438,15177,1.0,III,III-D,11.0,flsh
1.1810952,-1.7040431,15178,1.0,III,III-D,11.0,flsh
1.9011765,-1.8426212,15179,1.0,III,III-A,14.0,flsh
11.5825815,-0.96213555,15180,1.0,I,I-C,9.0,benchmark
1.1509085,-2.0240324,15181,1.0,III,III-D,17.0,benchmark
0.19501804,8.53919,15182,1.0,I,I-E,12.0,benchmark
-14.678499,0.22397743,15183,1.0,I,I-E,12.0,benchmark
-4.919522,12.151347,15184,1.0,I,I-E,13.0,benchmark
10.205898,-14.783291,15185,1.0,I,I-E,8.0,benchmark
9.999144,0.3507196,15186,1.0,I,I-C,8.0,flsh
6.7470183,3.556971,15187,1.0,IV,IV-A1,6.0,flsh
-0.1837941,-0.66016626,15188,1.0,III,III-D,7.0,flsh
2.808648,10.790219,15189,1.0,I,I-C,7.0,benchmark
